#1k0	rpm	2k0	rpm	3k0	rpm	4k0	rpm	5k0	rpm	6k0	rpm	7k0	rpm	8k0	rpm	9k0	rpm	10k0	rpm	11k0	rpm	12k0	rpm	13k0	rpm	14k0	rpm	15k0	rpm	16k0	rpm	20k0	rpm	25k0	rpm	30k0	rpm	35k0	rpm	40k0	rpm	45k0	rpm	50k0	rpm	55k0	rpm	60k0	rpm	65k0	rpm
5427.893	9938	5422.168	9973.1	5429.243	9947.3	5422.187	9978.5	5420.86	9979	5410.536	9972	5416.989	9970.8	5417.62	9976.2	5418.543	9972.6	5407.825	10009	5418.703	9951.1	5420.335	9992.8	5405.781	10027	5409.238	9982.4	5414.264	9910.7	5404.325	9987.2	5414.12	9983.2	5397.136	9996.9	5403.946	9999.3	5398.204	10008	5399.382	10004	5400.066	9992.3	5400.823	9991.8	5392.978	10019	5390.304	10028	5389.852	10008
5458.33	9947.9	5452.514	9977.5	5459.684	9951.2	5452.542	9973.9	5451.204	9977.5	5440.9	9971	5447.293	9989.2	5447.996	9960.9	5448.883	9978.1	5438.091	10004	5449.137	9947	5450.63	9994.2	5435.987	10023	5439.588	9979	5444.777	9921.7	5434.675	9981.6	5444.453	9986.3	5427.419	9999.3	5434.239	9996.7	5428.453	10006	5429.675	9994.2	5430.395	9983	5431.109	10003	5423.175	10026	5420.496	10029	5420.125	10007
5488.793	9937.9	5482.84	9980.9	5490.125	9945	5482.888	9976.4	5481.547	9978.1	5471.261	9972.3	5477.635	9978	5478.398	9958.8	5479.217	9981.2	5468.375	9999.3	5479.569	9948.7	5480.909	9996.3	5466.221	10011	5469.92	9982.4	5475.259	9931.9	5464.987	9989.1	5474.748	9994.2	5457.691	10008	5464.51	10002	5458.722	10004	5459.988	9988.1	5460.73	9980.8	5461.379	10004	5453.379	10024	5450.686	10029	5450.398	10008
5519.295	9931.2	5513.19	9976	5520.574	9943.7	5513.232	9977.6	5511.878	9982.3	5501.633	9968.9	5507.992	9973.2	5508.788	9962.3	5509.566	9975.4	5498.63	10008	5509.984	9950.2	5511.205	9994.2	5496.462	10012	5500.239	9991.8	5505.751	9928.5	5495.283	9994.2	5505.066	9985.6	5487.975	9995.6	5494.778	10004	5489.006	9999.3	5490.283	9994.2	5491.056	9984.1	5491.677	9992.9	5483.622	10011	5480.888	10021	5480.641	10017
5549.796	9925.4	5543.536	9977	5551.013	9951.2	5543.59	9975.3	5542.241	9965.9	5531.977	9977.9	5538.349	9973.9	5539.145	9973.9	5539.908	9977	5528.873	10014	5540.431	9943.5	5541.506	9992.4	5526.703	10017	5530.574	9980.5	5536.266	9915	5525.602	9985.6	5535.391	9984.1	5518.261	9999.3	5525.049	10004	5519.278	10007	5520.551	10004	5521.366	9989.1	5521.961	9998	5513.842	10019	5511.131	10011	5510.906	10001
5580.268	9938.6	5573.878	9979	5581.421	9956	5573.948	9972.4	5572.613	9968.8	5562.326	9982.3	5568.66	9989.1	5569.486	9977.8	5570.271	9971	5559.151	9996.1	5570.916	9930.3	5571.816	9989.1	5556.966	10007	5560.918	9977.5	5566.804	9913.4	5555.933	9983.8	5565.715	9980.9	5548.55	10001	5555.333	9999.3	5549.549	10008	5550.84	9990.7	5551.701	9984	5552.245	9998.9	5544.038	10026	5541.35	10019	5541.175	10004
5610.734	9937.1	5604.19	9989.1	5611.86	9945.8	5604.288	9979	5602.975	9971.3	5592.666	9981.6	5599.001	9978.6	5599.865	9965.7	5600.596	9984.1	5589.421	10003	5601.366	9941.5	5602.111	9990.9	5587.23	10007	5591.25	9982.3	5597.344	9913.6	5586.266	9987.3	5596.01	9994.2	5578.819	10003	5585.59	10012	5579.836	10002	5581.133	9996.7	5582.049	9982.3	5582.512	10001	5574.255	10016	5571.528	10033	5571.413	10012
5641.23	9927.4	5634.525	9981.7	5642.295	9947.6	5634.604	9987	5633.321	9976.5	5623.014	9983.4	5629.356	9973.5	5630.22	9973.9	5630.944	9975.7	5619.673	10009	5631.802	9947.2	5632.407	9994.2	5617.483	10009	5621.563	9987.8	5627.887	9911.3	5616.575	9991.8	5626.329	9991.8	5609.105	9998.2	5615.825	10014	5610.119	9999.3	5611.421	10002	5612.361	9988.2	5612.796	9998.6	5604.474	10019	5601.737	10022	5601.648	10014
5671.73	9931.4	5664.869	9977.2	5672.735	9945.5	5664.95	9970.5	5663.68	9971.7	5653.343	9984.1	5659.715	9973.9	5660.529	9989.1	5661.284	9978.7	5649.908	10015	5662.249	9943.7	5662.717	9989.1	5647.748	10007	5651.89	9983.6	5658.444	9906.7	5646.885	9989.1	5656.643	9987.4	5639.404	9993.2	5646.077	10009	5640.382	10001	5641.692	10002	5642.659	9993.3	5643.089	9996.9	5634.664	10028	5631.975	10013	5631.9	10009
5702.216	9930.3	5695.215	9977.9	5703.142	9956.6	5695.313	9971.6	5694.057	9967	5683.656	9988.5	5690.025	9989.1	5690.86	9982.2	5691.625	9979	5680.16	10009	5692.698	9943.2	5693.041	9984.1	5678.017	10003	5682.221	9975.8	5689.003	9900.6	5677.217	9982.7	5686.955	9988.5	5669.701	9993.8	5676.339	10007	5670.671	9996.4	5671.986	9994.2	5672.958	9992.1	5673.369	9996.4	5664.841	10034	5662.216	10017	5662.179	10002
5732.696	9932.8	5725.543	9985.4	5733.565	9951.2	5725.654	9977.8	5724.434	9967.8	5713.981	9984.1	5720.38	9973.9	5721.207	9976.3	5721.936	9989.1	5710.426	10004	5723.148	9943.7	5723.359	9986.1	5708.317	9993.6	5712.546	9984.1	5719.566	9908.6	5707.55	9987.1	5717.268	9988.7	5699.971	10002	5706.577	10012	5700.933	10006	5702.281	9990.8	5703.272	9987	5703.62	10009	5695.053	10021	5692.435	10016	5692.433	10009
5763.214	9923.6	5755.891	9976.1	5764	9947	5755.982	9983	5754.773	9978.7	5744.328	9970.9	5750.714	9973.9	5751.549	9978.8	5752.27	9984.1	5740.697	10008	5753.566	9952.7	5753.673	9988.1	5738.619	9997.3	5742.862	9987.1	5750.111	9911.1	5737.851	9993.6	5747.582	9987.7	5730.282	9989.1	5736.802	10018	5731.217	9999.3	5732.569	10001	5733.581	9989.1	5733.916	9994.2	5725.273	10015	5722.655	10019	5722.691	10011
5793.71	9927.4	5786.252	9972	5794.433	9948.5	5786.323	9978.3	5785.168	9960.4	5774.669	9979	5781.106	9955.3	5781.883	9984	5782.61	9978.6	5770.949	10005	5784.019	9938.6	5784.022	9981.7	5768.938	9986.1	5773.19	9983.9	5780.651	9912.4	5768.167	9986.6	5777.911	9983.4	5760.606	9984.1	5767.054	10005	5761.484	10003	5762.838	10003	5763.865	9998.5	5764.205	9997.2	5755.464	10029	5752.863	10022	5752.96	10004
5824.162	9942.1	5816.632	9965.7	5824.837	9958.4	5816.702	9966	5815.557	9963.1	5804.996	9984.1	5811.435	9982.5	5812.246	9965.7	5812.953	9978.4	5801.217	10000	5814.482	9937.5	5814.334	9989.1	5799.292	9973.9	5803.521	9982.4	5811.197	9910.3	5798.492	9984.1	5808.229	9992	5790.91	9984.1	5797.31	10008	5791.74	10008	5793.146	9985.7	5794.159	9991.3	5794.475	10003	5785.641	10034	5783.083	10019	5783.195	10004
5854.633	9938.6	5846.963	9982.4	5855.254	9953.2	5847.056	9970.8	5845.944	9963.8	5835.338	9979	5841.776	9979	5842.608	9971.6	5843.263	9988.9	5831.5	9999.3	5844.943	9935.3	5844.634	9993.4	5829.655	9970.5	5833.845	9980.9	5841.679	9932.2	5828.808	9987.3	5838.525	9994	5821.259	9976	5827.553	10011	5822.027	10002	5823.464	9991.8	5824.476	9992.4	5824.756	9995.9	5815.834	10029	5813.277	10021	5813.505	9991.4
5885.13	9926.7	5877.318	9973.9	5885.686	9948.4	5877.395	9979	5876.286	9977.9	5865.694	9973.9	5872.132	9973.6	5872.966	9973.3	5873.597	9981.2	5861.753	10009	5875.366	9951.2	5874.953	9985.7	5859.998	9978.5	5864.164	9991.6	5872.186	9923.6	5859.104	9994.2	5868.826	9986	5851.57	9989.1	5857.777	10018	5852.33	9996.6	5853.764	9992.8	5854.772	9990.5	5855.045	10002	5846.024	10029	5843.518	10018	5843.74	10014
5915.625	9928.6	5907.679	9972.1	5916.107	9952.3	5907.764	9968.9	5906.663	9966.9	5896.023	9983	5902.49	9973.9	5903.296	9982.3	5903.953	9973.9	5891.989	10013	5905.804	9940.2	5905.263	9989.1	5890.312	9987.5	5894.477	9987.5	5902.734	9913.6	5889.401	9990.5	5899.174	9976	5881.9	9983	5888.009	10017	5882.608	9996.4	5884.034	10003	5885.026	10007	5885.363	9986	5876.198	10035	5873.776	10011	5874.009	10004
5946.089	9938.2	5938.056	9967.3	5946.511	9957.1	5938.158	9960.7	5937.05	9963.8	5926.349	9981.2	5932.8	9989.1	5933.658	9966	5934.279	9983.8	5922.267	10001	5936.253	9942.7	5935.587	9984.1	5920.656	9977.4	5924.807	9982.9	5933.298	9908.6	5919.702	9992.1	5929.488	9987.6	5912.224	9981	5918.245	10014	5912.86	10005	5914.33	9993.7	5915.31	9998	5915.663	9993.4	5906.362	10038	5903.996	10019	5904.287	10001
5976.597	9923.6	5968.405	9982.2	5976.928	9953	5968.539	9965.6	5967.428	9971.4	5956.698	9975.5	5963.163	9976.6	5964.03	9968.7	5964.593	9987.4	5952.538	10002	5966.684	9948.4	5965.888	9992.3	5951.014	9972.4	5955.133	9984.1	5963.813	9908.6	5950.016	9988.5	5959.783	9994.2	5942.523	9993.6	5948.467	10018	5943.127	10003	5944.634	9991.8	5945.605	9994.2	5945.948	9997.5	5936.558	10032	5934.208	10024	5934.556	10004
6007.114	9920.6	5998.748	9977.6	6007.383	9940.1	5998.881	9978.2	5997.769	9978.3	5987.062	9971	5993.509	9976.9	5994.375	9976.4	5994.942	9981.9	5982.817	10001	5997.123	9945.3	5996.215	9983.3	5981.385	9968.9	5985.442	9989.2	5994.413	9892	5980.296	9995.6	5990.056	9994.2	5972.824	9993.2	5978.679	10024	5973.413	9997.6	5974.929	9994.2	5975.884	9996.2	5976.243	9994.2	5966.748	10029	5964.443	10014	5964.808	10009
6037.606	9928.6	6029.098	9970.8	6037.805	9951.8	6029.235	9973.7	6028.126	9972.8	6017.406	9977.1	6023.85	9979	6024.725	9975.3	6025.282	9979	6013.06	10006	6027.553	9948.7	6026.558	9977.2	6011.749	9970.5	6015.769	9983.5	6025.019	9885.2	6010.598	9996.8	6020.421	9973.9	6003.149	9980.9	6008.899	10019	6003.678	10004	6005.216	10003	6006.134	10009	6006.527	9998.1	5996.904	10040	5994.683	10013	5995.095	10003
6068.103	9927.4	6059.428	9983	6068.208	9958.5	6059.594	9973.9	6058.52	9966.2	6047.739	9986.3	6054.174	9981.1	6055.086	9971.7	6055.609	9983.9	6043.324	10006	6058.001	9942.7	6056.887	9983.5	6042.121	9968.9	6046.111	9977.5	6055.594	9900.8	6040.922	9980.6	6050.725	9991.8	6033.458	9991.8	6039.107	10022	6033.946	10003	6035.51	9990.8	6036.419	9998.9	6036.813	9997.7	6027.078	10035	6024.918	10014	6025.384	9996
6098.62	9920.4	6089.756	9984.1	6098.64	9948.3	6089.922	9983	6088.896	9967.4	6078.089	9981.6	6084.514	9979	6085.461	9967.1	6085.919	9989.1	6073.603	9995.9	6088.433	9947.8	6087.187	9992.8	6072.499	9966.6	6076.451	9979	6086.141	9913.6	6071.237	9987.8	6081.021	9990.7	6063.744	9999.3	6069.315	10022	6064.25	9997.4	6065.83	9991.8	6066.702	9999.3	6067.068	10008	6057.26	10037	6055.136	10019	6055.652	10004
6129.146	9917	6120.098	9979	6129.075	9948.5	6120.248	9984.1	6119.246	9970.7	6108.43	9981.2	6114.872	9973	6115.808	9976.3	6116.274	9973.9	6103.857	10008	6118.865	9948.7	6117.515	9983.2	6102.861	9971.6	6106.765	9987.7	6116.699	9906.7	6101.532	9990.5	6111.32	9992.9	6094.047	9997	6099.503	10029	6094.545	9994.2	6096.114	9999.3	6096.971	10003	6097.365	9994.1	6087.437	10034	6085.334	10019	6085.907	10007
6159.671	9918.6	6150.444	9977.3	6159.506	9951	6150.593	9976.5	6149.639	9967	6138.78	9976	6145.23	9973.9	6146.156	9981.9	6146.618	9977.2	6134.092	10013	6149.283	9952.3	6147.869	9973.9	6133.239	9971.8	6137.089	9980.8	6147.282	9898.3	6131.832	9992.9	6141.632	9987.8	6124.358	9988.6	6129.697	10028	6124.829	9999.3	6126.401	10002	6127.239	10004	6127.662	9994.2	6117.6	10038	6115.603	10004	6116.19	9999.3
6190.179	9923.6	6180.787	9979	6189.909	9958.8	6180.957	9970.4	6180.016	9967.4	6169.092	9989.1	6175.563	9986.9	6176.496	9979	6176.966	9975.5	6164.357	10001	6179.746	9937.3	6178.21	9978.5	6163.611	9968.9	6167.429	9981.3	6177.821	9912.7	6162.156	9984.1	6171.948	9987.3	6154.677	9991.4	6159.916	10019	6155.102	10007	6156.695	9994.2	6157.522	9999.3	6157.955	9997.2	6147.757	10036	6145.826	10018	6146.468	10001
6220.692	9921.9	6211.137	9982.1	6220.333	9950.8	6211.313	9973.9	6210.37	9970.7	6199.418	9984.1	6205.904	9978.3	6206.85	9973.8	6207.277	9988.6	6194.623	10004	6210.209	9938.2	6208.542	9982.2	6194.004	9955.7	6197.768	9981.8	6208.345	9917	6192.506	9981.5	6202.259	9989.1	6184.971	9997	6190.123	10022	6185.396	9991.2	6186.993	9992.9	6187.807	9998.9	6188.243	10002	6177.915	10040	6176.046	10019	6176.751	9999.3
6251.238	9910	6241.479	9979	6250.767	9948	6241.641	9983.1	6240.702	9982.3	6229.774	9973.9	6236.26	9973.5	6237.192	9978.2	6237.592	9987	6224.886	10006	6240.665	9940	6238.897	9973.9	6224.407	9958.4	6228.086	9992	6238.882	9913.6	6222.832	9984	6232.583	9984.1	6215.27	9993.4	6220.321	10021	6215.697	9993.1	6217.279	9997.7	6218.077	10003	6218.545	9992.3	6208.106	10029	6206.265	10016	6207.007	10008
6281.765	9917	6271.839	9972.1	6281.203	9948.4	6272.021	9965.4	6271.042	9978.7	6260.123	9982.1	6266.618	9973.9	6267.542	9975.6	6267.931	9979	6255.128	10011	6271.136	9938.6	6269.256	9972.6	6254.807	9955.7	6258.406	9984.1	6269.423	9912.1	6253.161	9984.1	6262.924	9978.3	6245.58	9989.1	6250.544	10019	6245.992	9994.2	6247.564	9998.9	6248.366	10001	6248.875	9982.7	6238.301	10033	6236.504	10013	6237.301	9990.5
6312.267	9930.9	6302.218	9971.8	6311.604	9955.1	6302.394	9968.9	6301.385	9979	6290.45	9980.4	6296.929	9991.4	6297.9	9973.4	6298.257	9983.6	6285.395	10004	6301.601	9937	6299.617	9972.4	6285.225	9955.1	6288.747	9977.9	6299.98	9906.7	6283.503	9977.8	6293.248	9980.8	6275.904	9980.4	6280.787	10017	6276.256	10001	6277.835	10001	6278.636	10003	6279.192	9993.2	6268.474	10032	6266.739	10014	6267.586	9998.2
6342.764	9927.3	6332.546	9983.2	6342.023	9952.7	6332.733	9978.7	6331.713	9983.8	6320.792	9979	6327.259	9982.4	6328.26	9972.4	6328.567	9988.9	6315.668	10007	6332.062	9935.3	6329.958	9978.1	6315.682	9943.7	6319.079	9975.5	6330.503	9918.6	6313.859	9973.9	6323.565	9992.6	6306.2	9994.2	6310.995	10022	6306.559	9997.4	6308.151	9986.6	6308.922	9997.4	6309.476	9999.3	6298.664	10029	6296.947	10022	6297.873	10003
6373.28	9927.2	6362.902	9973.5	6372.459	9946.9	6363.083	9981.6	6362.031	9986.2	6351.148	9973.9	6357.6	9978.9	6358.603	9977	6358.915	9975.4	6345.921	10009	6362.495	9947.5	6360.317	9972.1	6346.137	9940.2	6349.403	9980.7	6361.051	9913.4	6344.16	9992.1	6353.889	9981.2	6336.499	9993.3	6341.207	10021	6336.876	9992.3	6338.445	9996.6	6339.189	10004	6339.772	9990.8	6328.869	10023	6327.182	10014	6328.126	10007
6403.776	9928.4	6393.287	9966.4	6402.876	9953.5	6393.422	9979	6392.371	9979	6381.498	9981.5	6387.932	9982.3	6388.944	9978.5	6389.257	9978.3	6376.143	10019	6392.944	9941.6	6390.71	9967.2	6376.57	9947.5	6379.751	9982	6391.611	9900.3	6374.501	9979	6384.23	9979	6366.813	9987.7	6371.427	10016	6367.17	9991	6368.712	10004	6369.461	10007	6370.073	9993.3	6359.077	10023	6357.421	10013	6358.41	9999.3
6434.255	9933	6423.63	9977.8	6433.276	9955.6	6423.816	9960.8	6422.714	9979	6411.811	9989.1	6418.26	9984.1	6419.307	9970.3	6419.599	9979	6406.398	10008	6423.415	9938.6	6421.066	9973.9	6407.007	9946.1	6410.091	9977.6	6422.166	9908.1	6404.844	9978.4	6414.542	9988.5	6397.127	9988.2	6401.648	10016	6397.437	10004	6399.016	9991	6399.739	9996.2	6400.374	9992.2	6389.266	10029	6387.656	10014	6388.681	10002
6464.764	9923.1	6453.97	9975.6	6463.677	9955.1	6454.173	9975.3	6453.079	9973.9	6442.152	9979	6448.602	9978.5	6449.667	9972.1	6449.91	9989.1	6436.67	10008	6453.862	9943.7	6451.405	9975.6	6437.478	9938.6	6440.43	9979	6452.711	9905.6	6435.169	9984.1	6444.861	9991.6	6427.459	9986.5	6431.855	10023	6427.731	9994.2	6429.334	9985.8	6430.022	9995.8	6430.669	9994.2	6419.468	10024	6417.862	10023	6418.966	9998.9
6495.279	9921.6	6484.313	9979	6494.117	9945.8	6484.505	9982.6	6483.396	9986.9	6472.522	9968.9	6478.965	9970.9	6480.009	9977.6	6480.258	9981.3	6466.91	10012	6484.287	9953.4	6481.761	9973.1	6467.957	9933.6	6470.755	9984.1	6483.279	9903.6	6465.502	9986.5	6475.175	9987.3	6457.792	9986.8	6462.047	10028	6458.031	9993	6459.628	9996.5	6460.278	10007	6460.943	9994.2	6449.721	10009	6448.097	10014	6449.202	10014
6525.803	9918.4	6514.682	9968.9	6524.535	9952.6	6514.844	9979	6513.744	9975.4	6502.872	9968.9	6509.308	9978.6	6510.337	9983.5	6510.602	9976.3	6497.117	10012	6514.758	9938.5	6512.135	9967.6	6498.406	9943.4	6501.103	9975.3	6513.834	9907.4	6495.833	9982.5	6505.525	9979	6488.122	9983.1	6492.251	10021	6488.326	9991	6489.884	10007	6490.531	10008	6491.286	9977.1	6479.94	10019	6478.337	10012	6479.496	9997.3
6556.287	9931	6545.023	9979	6554.941	9957	6545.222	9965.6	6544.1	9973.6	6533.266	9960.5	6539.633	9980.9	6540.678	9978	6540.966	9970.7	6527.403	9997.3	6545.234	9933.7	6542.494	9972.6	6528.877	9938.5	6531.449	9970.4	6544.388	9908.6	6526.175	9978.7	6535.873	9981.9	6518.446	9981.1	6522.488	10013	6518.609	9999.3	6520.187	9996.8	6520.818	10002	6521.597	9988.6	6510.129	10029	6508.577	10013	6509.782	9998.2
6586.796	9923.2	6575.349	9984.1	6585.359	9953.8	6575.571	9975.8	6574.457	9973.9	6563.626	9973	6569.976	9978	6571.055	9966.8	6571.29	9984.1	6557.675	10008	6575.695	9938.6	6572.844	9975.3	6559.343	9937.1	6561.813	9970.8	6574.919	9915.4	6556.501	9984.1	6566.192	9991.8	6548.763	9992.2	6552.706	10016	6548.907	9995.5	6550.496	9991.5	6551.101	9999.3	6551.892	9996.5	6540.355	10021	6538.784	10023	6540.069	10001
6617.324	9916.5	6605.694	9977.2	6615.807	9943.7	6605.88	9989	6604.782	9984.1	6593.996	9968.4	6600.355	9968.9	6601.411	9973.8	6601.633	9977.1	6587.928	10009	6606.114	9952	6603.201	9973.9	6589.783	9945.5	6592.122	9989.1	6605.478	9900.1	6586.812	9988.3	6596.502	9988.7	6579.077	9987	6582.896	10028	6579.207	9993.6	6580.791	9994.2	6581.374	10001	6582.188	9994.1	6570.611	10012	6569.018	10014	6570.347	10002
6647.849	9918.6	6636.058	9971	6646.248	9945.1	6636.222	9978.2	6635.162	9965.7	6624.352	9973.9	6630.696	9978.5	6631.738	9983.5	6631.979	9970.5	6618.169	10011	6636.58	9936	6633.58	9971.1	6620.175	9961.6	6622.451	9983	6636.046	9903.7	6617.154	9978.4	6626.832	9982.6	6609.417	9979	6613.1	10024	6609.517	9989.1	6611.076	9998.9	6611.64	10001	6612.521	9986.4	6600.835	10018	6599.27	10009	6600.642	9994.2
6678.361	9924.9	6666.404	9977	6676.665	9955.1	6666.587	9968.9	6665.557	9966.2	6654.664	9989.1	6661.027	9982.8	6662.081	9977.1	6662.343	9970.9	6648.436	10004	6667.065	9930.3	6663.952	9968.9	6650.567	9962.7	6652.796	9970.8	6666.605	9906.4	6647.499	9977.1	6657.144	9988.7	6639.743	9984.1	6643.323	10018	6639.812	9994.2	6641.359	9998.1	6641.909	10004	6642.832	9989.1	6631.042	10022	6629.502	10011	6630.915	9994.2
6708.871	9923	6696.731	9984.1	6707.105	9945.8	6696.933	9976.8	6695.932	9967.6	6685.004	9981.6	6691.368	9979	6692.437	9972.6	6692.678	9980.9	6678.669	10004	6697.532	9936.8	6694.307	9973.9	6680.97	9958.8	6683.146	9981.4	6697.138	9913.6	6677.841	9978.9	6687.445	9986.2	6670.053	9988.8	6673.524	10024	6670.111	9992.5	6671.692	9986.3	6672.193	9998.6	6673.14	9991.4	6661.28	10015	6659.726	10018	6661.246	9982.9
6739.394	9918.6	6727.072	9979	6737.528	9951.2	6727.26	9983.3	6726.276	9977.4	6715.335	9983.7	6721.733	9970.4	6722.833	9963.8	6723.028	9981.5	6708.966	9993	6727.98	9942.9	6724.666	9973.9	6711.409	9945.1	6713.465	9991.4	6727.695	9906.2	6708.152	9991.4	6717.777	9975.9	6700.378	9984.1	6703.717	10028	6700.426	9986.6	6702.005	9988	6702.448	10007	6703.455	9987.3	6691.515	10014	6689.961	10014	6691.531	9999.3
6769.924	9921.4	6757.391	9979	6767.948	9952.4	6757.615	9973.7	6756.632	9972.6	6745.667	9983	6752.075	9978.8	6753.191	9972.6	6753.371	9977.1	6739.202	10015	6758.451	9935.1	6755	9973.9	6741.832	9951.2	6743.789	9984.1	6758.266	9901.8	6738.481	9983.4	6748.125	9981.3	6730.718	9979	6733.906	10029	6730.744	9992.4	6732.305	9992.1	6732.703	10007	6733.785	9983	6721.757	10017	6720.208	10006	6721.781	9999.3
6800.417	9928.6	6787.787	9966.4	6798.339	9962.7	6787.985	9968.9	6787.002	9968.2	6775.995	9984.1	6782.391	9987	6783.552	9972.8	6783.726	9973.2	6769.455	10009	6788.873	9935.1	6785.402	9957.3	6772.297	9936.9	6774.129	9978.5	6788.841	9895.6	6768.812	9983.2	6778.451	9984.1	6761.044	9984.1	6764.092	10026	6761.029	9997.1	6762.615	9989.1	6762.973	10004	6764.133	9983	6751.959	10024	6750.436	10017	6752.106	9984
6830.887	9928.6	6818.113	9984.1	6828.745	9957.9	6818.335	9979	6817.358	9973.9	6806.338	9978.4	6812.74	9975.9	6813.943	9955.8	6814.066	9979	6799.743	10002	6819.354	9932.2	6815.767	9970.4	6802.777	9933.3	6804.455	9984.1	6819.386	9911	6799.16	9982.3	6808.77	9985.9	6791.354	9989.1	6794.284	10028	6791.327	9993.3	6792.944	9983.1	6793.255	9998.6	6794.433	9993.6	6782.212	10009	6780.669	10017	6782.4	9990.9
6861.428	9911.8	6848.472	9972.4	6859.17	9950.5	6848.676	9978.7	6847.682	9984.1	6836.702	9970.4	6843.079	9981.4	6844.318	9967.4	6844.414	9981.9	6829.997	10009	6849.776	9945.7	6846.136	9965.5	6833.227	9942.4	6834.765	9989.1	6849.962	9895.4	6829.473	9988.6	6839.085	9987.4	6821.67	9986.5	6824.47	10026	6821.639	9988.2	6823.277	9986.5	6823.527	10007	6824.744	9989.1	6812.447	10013	6810.905	10014	6812.671	10007
6891.952	9918.6	6878.843	9965.4	6889.574	9958.1	6879.023	9971.1	6878.039	9973.4	6867.058	9973.9	6873.419	9981.6	6874.674	9973.9	6874.754	9979	6860.222	10017	6880.214	9940.6	6876.507	9965.6	6863.642	9953.8	6865.089	9984.1	6880.533	9902	6859.797	9981.1	6869.424	9981.4	6851.999	9983.5	6854.664	10028	6851.95	9989.1	6853.572	9994.2	6853.779	10009	6855.092	9982	6842.7	10009	6841.178	10007	6842.964	9997.2
6922.437	9931.4	6909.222	9971.8	6919.963	9963.8	6909.416	9966.3	6908.419	9965.7	6897.383	9981	6903.731	9989.1	6905.032	9972.8	6905.102	9981.7	6890.479	10011	6910.678	9936.5	6906.867	9972.1	6894.078	9946.7	6895.428	9979	6911.106	9902.7	6890.147	9975.6	6899.757	9986.3	6882.313	9987.8	6884.883	10019	6882.252	9996.8	6883.886	9987.3	6884.047	10004	6885.407	9987.8	6872.922	10019	6871.412	10014	6873.266	9997.7
6952.932	9928.4	6939.554	9982.4	6950.358	9966.1	6939.757	9979	6938.78	9972.5	6927.746	9976.4	6934.062	9982.7	6935.433	9958.8	6935.415	9987.8	6920.727	10006	6941.126	9942.7	6937.227	9972.6	6924.544	9936.8	6925.755	9983.5	6941.636	9910.3	6920.473	9984.1	6930.043	9997.1	6912.608	9990.6	6915.09	10023	6912.562	9989.1	6914.236	9979	6914.335	10002	6915.702	9994.2	6903.2	10002	6901.631	10019	6903.55	9999.3
6983.432	9920	6969.909	9973.9	6980.764	9957.2	6970.082	9984.1	6969.12	9979	6958.104	9972.1	6964.404	9979	6965.82	9963.8	6965.745	9982.4	6950.959	10014	6971.548	9951.5	6967.551	9972.6	6955.021	9933.7	6956.067	9989.1	6972.189	9908.6	6950.783	9988.8	6960.352	9989.1	6942.926	9985.7	6945.309	10016	6942.892	9982.5	6944.549	9987.6	6944.598	10001	6946.012	9989.1	6933.472	10008	6931.855	10018	6933.805	10008
7013.965	9915.4	7000.268	9975.3	7011.181	9953.3	7000.439	9973.4	6999.477	9972.2	6988.462	9973.1	6994.754	9981.2	6996.176	9973.9	6996.086	9977.6	6981.199	10012	7002.018	9938.6	6997.956	9956.3	6985.458	9946.3	6986.396	9982.5	7002.749	9906	6981.131	9983	6990.681	9983.4	6973.256	9983.4	6975.545	10014	6973.224	9983.4	6974.858	9989.1	6974.851	10008	6976.342	9982.8	6963.709	10013	6962.106	10009	6964.101	9994
7044.474	9923.6	7030.646	9971.8	7041.558	9967.4	7030.814	9967.4	7029.887	9955.1	7018.79	9985.4	7025.064	9985.7	7026.546	9968.1	7026.426	9979	7011.466	10004	7032.465	9943.7	7028.326	9968.8	7015.893	9947.8	7016.736	9978.6	7033.297	9913.6	7011.472	9978.5	7021	9985.9	7003.584	9984.1	7005.799	10008	7003.517	9996.6	7005.188	9983.7	7005.122	10003	7006.676	9986.3	6993.933	10018	6992.34	10014	6994.404	9997.7
7074.974	9926.5	7060.972	9984.1	7071.969	9955.1	7061.171	9973.9	7060.273	9963.8	7049.117	9980.6	7055.412	9982	7056.948	9958.8	7056.737	9989.1	7041.735	10005	7062.902	9946.6	7058.666	9978.7	7046.326	9948.5	7047.079	9978.8	7063.806	9923.5	7041.818	9977.3	7051.294	9994.2	7033.903	9991.9	7036.055	10012	7033.826	9991.7	7035.519	9982.6	7035.41	10003	7036.971	9994.2	7024.17	10014	7022.562	10019	7024.687	9995.8
7105.485	9922.8	7091.316	9976.8	7102.386	9953.8	7091.484	9988	7090.615	9978.1	7079.456	9981.9	7085.754	9978.6	7087.343	9960.7	7087.077	9979	7071.988	10009	7093.328	9953.8	7089.046	9965.9	7076.761	9948	7077.403	9980.9	7094.335	9910.6	7072.133	9987.4	7081.603	9989.1	7064.227	9984	7066.29	10014	7064.175	9981.7	7065.849	9983.9	7065.663	10008	7067.28	9985.7	7054.422	10008	7052.813	10009	7054.938	10009
